"miRNA","Gene","Correlation","P_value"
"Cluster_12083","lncRNA_18218",0.8047350980886,3.90413219774847e-10
"Cluster_12087","lncRNA_18218",0.812862018509272,1.87830793825359e-10
"Cluster_1865","lncRNA_18270",0.718662518928673,1.76586391608136e-07
"Cluster_1865","lncRNA_18421",0.758629551574357,1.41509918496075e-08
"Cluster_11565","lncRNA_18467",0.826468232781299,5.08030100348348e-11
"Cluster_12081","lncRNA_18530",0.763173582695182,1.03007393516342e-08
"Cluster_12083","lncRNA_18530",0.8047350980886,3.90413219774847e-10
"Cluster_12087","lncRNA_18530",0.812862018509272,1.87830793825359e-10
"Cluster_3109","lncRNA_18536",0.797228050564723,7.45060677425079e-10
"Cluster_3109","lncRNA_18546",0.728487783974735,9.89196985740693e-08
"Cluster_11565","lncRNA_18614",0.811446291471883,2.13901003145285e-10
"Cluster_12081","lncRNA_18843",0.75628808494309,1.66222013999691e-08
"Cluster_12083","lncRNA_18843",0.712807740424789,2.46601997763847e-07
"Cluster_3109","lncRNA_18849",0.750531942292049,2.45061218277457e-08
"Cluster_11565","lncRNA_18911",0.822028571321011,7.87840329399512e-11
"Cluster_11565","lncRNA_18972",0.716200076775675,2.03420556937005e-07
"Cluster_1865","lncRNA_19005",0.701329552712181,4.63768193368046e-07
"Cluster_3109","lncRNA_19010",0.821838932196143,8.02528353881719e-11
"Cluster_11565","lncRNA_19037",0.792607202993261,1.0945006992519e-09
"Cluster_11565","lncRNA_19092",0.766049092812746,8.39475135281745e-09
"Cluster_3109","lncRNA_19106",0.720481727311198,1.58911180434688e-07
"Cluster_11565","lncRNA_19133",0.830644595142562,3.32414196359409e-11
"Cluster_13647","lncRNA_19313",0.733666910809819,7.21497630039175e-08
"Cluster_13647","lncRNA_19415",0.705395960992317,3.72048025442244e-07
"Cluster_3109","lncRNA_19454",0.881861529560094,5.66681428504399e-14
"Cluster_3109","lncRNA_19567",0.776280131393975,3.95710025872743e-09
"Cluster_3109","lncRNA_19685",0.838769932246384,1.40791717600343e-11
"Cluster_2746","lncRNA_19720",0.721451206850107,1.50175881052679e-07
"Cluster_13647","lncRNA_19734",0.746806000791327,3.13334225243084e-08
"Cluster_11565","lncRNA_19757",0.784317309006951,2.13109054398317e-09
"Cluster_11565","lncRNA_19785",0.74103599144267,4.54705287319062e-08
"Cluster_11565","lncRNA_19800",0.742250083758077,4.20778637838272e-08
"Cluster_3109","lncRNA_19827",0.895311823912425,6.43510304063253e-15
"Cluster_5685","lncRNA_19905",0.812278980131436,1.98184741137814e-10
"Cluster_3109","lncRNA_19965",0.897367587117109,4.49693103501037e-15
"Cluster_11565","lncRNA_19989",0.789307844466797,1.43195726385521e-09
"Cluster_3109","lncRNA_20054",0.720820922172916,1.55802753709912e-07
"Cluster_12081","lncRNA_20087",0.715718563524703,2.09090380801432e-07
"Cluster_12083","lncRNA_20087",0.705450066248631,3.70949597972307e-07
"Cluster_3109","lncRNA_20131",0.792107973314962,1.1402761883455e-09
"Cluster_3109","lncRNA_20132",0.809676946545582,2.51245945978348e-10
"Cluster_3109","lncRNA_20359",0.897367587117109,4.49693103501029e-15
"Cluster_11565","lncRNA_20425",0.880191480320573,7.2881219062707e-14
"Cluster_1865","lncRNA_20494",0.710599372481344,2.79117144098679e-07
"Cluster_1865","lncRNA_20495",0.734667291337238,6.78267246868262e-08
"Cluster_17623","lncRNA_20500",0.703844630682279,4.04852270448403e-07
"Cluster_3109","lncRNA_20570",0.878847582985563,8.89981352684738e-14
"Cluster_14532","lncRNA_20594",0.725237581468468,1.20148499525411e-07
"Cluster_13647","lncRNA_20606",0.746223353774552,3.25486355957447e-08
"Cluster_3109","lncRNA_20782",0.897367587117109,4.49693103501037e-15
"Cluster_17192","lncRNA_20878",0.707754006033684,3.26865526510473e-07
"Cluster_1819","lncRNA_20916",0.713461340912389,2.37673839762337e-07
"Cluster_3109","lncRNA_20916",0.761718371156106,1.14121153685804e-08
"Cluster_3109","lncRNA_20957",0.784247343521756,2.14284348933453e-09
"Cluster_3109","lncRNA_20980",0.8041681915359,4.10334275646916e-10
"Cluster_17623","lncRNA_20999",0.726632369861421,1.10568027140675e-07
"Cluster_12081","lncRNA_21008",0.763173582695182,1.03007393516342e-08
"Cluster_12083","lncRNA_21008",0.8047350980886,3.90413219774847e-10
"Cluster_12087","lncRNA_21008",0.812862018509272,1.87830793825359e-10
"Cluster_3109","lncRNA_21020",0.804310879572547,4.05232631944676e-10
"Cluster_11565","lncRNA_21073",0.786462865355025,1.79856308643051e-09
"Cluster_12083","lncRNA_21765",0.716971670745743,1.94631179466512e-07
"Cluster_12087","lncRNA_21765",0.739342546657755,5.0628470111296e-08
"Cluster_3109","lncRNA_21892",0.86708015321794,4.65498838288394e-13
"Cluster_1819","lncRNA_21951",0.75997191329787,1.28931170231323e-08
"Cluster_3109","lncRNA_21951",0.808810578153045,2.71678965443698e-10
"Cluster_1819","lncRNA_21958",0.707767512514007,3.26622027452567e-07
"Cluster_11565","lncRNA_21980",0.709228264261638,3.01255852715084e-07
"Cluster_11565","lncRNA_22068",0.81923087618164,1.03238130512622e-10
"Cluster_11565","lncRNA_22139",0.90222061407715,1.871052360505e-15
"Cluster_14633","lncRNA_22139",0.721986337172235,1.45546970220154e-07
"Cluster_5685","lncRNA_22199",0.853832670158254,2.50821115492303e-12
"Cluster_12081","lncRNA_22262",0.753454843005232,2.01483378270929e-08
"Cluster_12083","lncRNA_22262",0.797875533101221,7.05417980793728e-10
"Cluster_12087","lncRNA_22262",0.805912029269559,3.51908279767427e-10
"Cluster_3109","lncRNA_22717",0.751788178089827,2.25356310260825e-08
"Cluster_3109","lncRNA_22740",0.897367587117109,4.49693103501029e-15
"Cluster_13647","lncRNA_22751",0.70642300080917,3.51702295503766e-07
"Cluster_5685","lncRNA_22814",0.791834281176437,1.16612424490704e-09
"Cluster_12081","lncRNA_22958",0.763173582695182,1.03007393516342e-08
"Cluster_12083","lncRNA_22958",0.8047350980886,3.90413219774847e-10
"Cluster_12087","lncRNA_22958",0.812862018509272,1.87830793825359e-10
"Cluster_1865","lncRNA_23028",0.71439286832693,2.25465593632787e-07
"Cluster_11565","lncRNA_23127",0.703678499927837,4.08519432988519e-07
"Cluster_3109","lncRNA_23267",0.897367587117109,4.49693103501029e-15
"Cluster_1865","lncRNA_23399",0.720379905127518,1.59855448068171e-07
"Cluster_3109","lncRNA_23399",0.757191782945019,1.56243564191612e-08
"Cluster_13647","lncRNA_23415",0.806489157268098,3.34352615203761e-10
"Cluster_11565","lncRNA_23608",0.807702937899298,3.00068743876756e-10
"Cluster_3109","lncRNA_23986",0.763021536463487,1.04119581356856e-08
"Cluster_1865","lncRNA_24074",0.724308215129978,1.26953394502498e-07
"Cluster_3109","lncRNA_24074",0.753919728140892,1.95256984247845e-08
