gene,n_regulators,r2_base_model,r2_full_model,improvement_from_regulators,has_significant_interactions,interaction_p_value,regulator_types,CpG_count,lncRNA_count,miRNA_count
gene-Peve_00008524,55,0.809700611045913,1,0.19029938895408705,FALSE,1,"['lncrna_lncRNA_3984', 'lncrna_lncRNA_686', 'lncrna_lncRNA_2802', 'lncrna_lncRNA_2803', 'lncrna_lncRNA_591', 'lncrna_lncRNA_592', 'lncrna_lncRNA_4556', 'lncrna_lncRNA_10458', 'lncrna_lncRNA_2807', 'lncrna_lncRNA_19949', 'lncrna_lncRNA_2868', 'lncrna_lncRNA_2166', 'lncrna_lncRNA_685', 'lncrna_lncRNA_10368', 'lncrna_lncRNA_20131', 'lncrna_lncRNA_8625', 'lncrna_lncRNA_19315', 'lncrna_lncRNA_22338', 'lncrna_lncRNA_24034', 'lncrna_lncRNA_9670', 'lncrna_lncRNA_24040', 'lncrna_lncRNA_21287', 'lncrna_lncRNA_7787', 'lncrna_lncRNA_14424', 'lncrna_lncRNA_22817', 'lncrna_lncRNA_7554', 'lncrna_lncRNA_1899', 'lncrna_lncRNA_20444', 'lncrna_lncRNA_8622', 'lncrna_lncRNA_6071', 'methylation_CpG_Porites_evermani_scaffold_5979_334', 'methylation_CpG_Porites_evermani_scaffold_854_125395', 'methylation_CpG_Porites_evermani_scaffold_5979_340', 'methylation_CpG_Porites_evermani_scaffold_1101_91784', 'methylation_CpG_Porites_evermani_scaffold_2710_42408', 'methylation_CpG_Porites_evermani_scaffold_306_23303', 'methylation_CpG_Porites_evermani_scaffold_1615_35003', 'methylation_CpG_Porites_evermani_scaffold_1030_10794', 'methylation_CpG_Porites_evermani_scaffold_151_360856', 'methylation_CpG_Porites_evermani_scaffold_2599_8128', 'methylation_CpG_Porites_evermani_scaffold_2710_41756', 'methylation_CpG_Porites_evermani_scaffold_8154_1039', 'methylation_CpG_Porites_evermani_scaffold_18_1027425', 'methylation_CpG_Porites_evermani_scaffold_854_125489', 'methylation_CpG_Porites_evermani_scaffold_1321_78822', 'methylation_CpG_Porites_evermani_scaffold_831_25880', 'methylation_CpG_Porites_evermani_scaffold_2234_69435', 'methylation_CpG_Porites_evermani_scaffold_223_121955', 'methylation_CpG_Porites_evermani_scaffold_1948_15865', 'methylation_CpG_Porites_evermani_scaffold_5352_8739', 'methylation_CpG_Porites_evermani_scaffold_3785_26646', 'methylation_CpG_Porites_evermani_scaffold_1327_26514', 'methylation_CpG_Porites_evermani_scaffold_716_164658', 'methylation_CpG_Porites_evermani_scaffold_516_200280', 'methylation_CpG_Porites_evermani_scaffold_137_152890']",1,1,0
gene-Peve_00025748,70,0.35973762652999675,1,0.6402623734700033,FALSE,1,"['mirna_Cluster_981', 'mirna_Cluster_4161', 'mirna_Cluster_6234', 'mirna_Cluster_8147', 'mirna_Cluster_6099', 'mirna_Cluster_6918', 'mirna_Cluster_491', 'mirna_Cluster_3676', 'mirna_Cluster_5058', 'mirna_Cluster_6235', 'mirna_Cluster_5257', 'mirna_Cluster_6356', 'mirna_Cluster_6919', 'mirna_Cluster_6236', 'mirna_Cluster_3165', 'lncrna_lncRNA_22264', 'lncrna_lncRNA_7459', 'lncrna_lncRNA_17599', 'lncrna_lncRNA_6336', 'lncrna_lncRNA_7461', 'lncrna_lncRNA_7460', 'lncrna_lncRNA_15916', 'lncrna_lncRNA_15915', 'lncrna_lncRNA_17600', 'lncrna_lncRNA_17601', 'lncrna_lncRNA_14604', 'lncrna_lncRNA_17602', 'lncrna_lncRNA_2249', 'lncrna_lncRNA_12430', 'lncrna_lncRNA_21703', 'lncrna_lncRNA_1189', 'lncrna_lncRNA_10496', 'lncrna_lncRNA_15077', 'lncrna_lncRNA_10497', 'lncrna_lncRNA_6717', 'lncrna_lncRNA_15071', 'lncrna_lncRNA_13188', 'lncrna_lncRNA_522', 'lncrna_lncRNA_12427', 'lncrna_lncRNA_12429', 'lncrna_lncRNA_22196', 'lncrna_lncRNA_9394', 'lncrna_lncRNA_20558', 'lncrna_lncRNA_20560', 'lncrna_lncRNA_15070', 'methylation_CpG_Porites_evermani_scaffold_409_41461', 'methylation_CpG_Porites_evermani_scaffold_2310_67626', 'methylation_CpG_Porites_evermani_scaffold_1594_95973', 'methylation_CpG_Porites_evermani_scaffold_7322_518', 'methylation_CpG_Porites_evermani_scaffold_815_85478', 'methylation_CpG_Porites_evermani_scaffold_2342_41612', 'methylation_CpG_Porites_evermani_scaffold_202_145185', 'methylation_CpG_Porites_evermani_scaffold_5417_9314', 'methylation_CpG_Porites_evermani_scaffold_5417_9303', 'methylation_CpG_Porites_evermani_scaffold_2745_5636', 'methylation_CpG_Porites_evermani_scaffold_1430_5585', 'methylation_CpG_Porites_evermani_scaffold_1192_54543', 'methylation_CpG_Porites_evermani_scaffold_2624_44502', 'methylation_CpG_Porites_evermani_scaffold_9_408984', 'methylation_CpG_Porites_evermani_scaffold_1981_1617', 'methylation_CpG_Porites_evermani_scaffold_20_482253', 'methylation_CpG_Porites_evermani_scaffold_5417_9287', 'methylation_CpG_Porites_evermani_scaffold_5417_9281', 'methylation_CpG_Porites_evermani_scaffold_246_140271', 'methylation_CpG_Porites_evermani_scaffold_1425_41637', 'methylation_CpG_Porites_evermani_scaffold_815_85501', 'methylation_CpG_Porites_evermani_scaffold_483_89108', 'methylation_CpG_Porites_evermani_scaffold_10_661529', 'methylation_CpG_Porites_evermani_scaffold_2624_44496', 'methylation_CpG_Porites_evermani_scaffold_202_148366']",1,1,1
gene-Peve_00026223,58,0.10985367729086626,1,0.8901463227091337,FALSE,1,"['mirna_Cluster_981', 'mirna_Cluster_5058', 'mirna_Cluster_6236', 'lncrna_lncRNA_16742', 'lncrna_lncRNA_7986', 'lncrna_lncRNA_7985', 'lncrna_lncRNA_15302', 'lncrna_lncRNA_15303', 'lncrna_lncRNA_8394', 'lncrna_lncRNA_20529', 'lncrna_lncRNA_24016', 'lncrna_lncRNA_24017', 'lncrna_lncRNA_14324', 'lncrna_lncRNA_1277', 'lncrna_lncRNA_7513', 'lncrna_lncRNA_12725', 'lncrna_lncRNA_016', 'lncrna_lncRNA_10789', 'lncrna_lncRNA_8402', 'lncrna_lncRNA_4921', 'lncrna_lncRNA_16926', 'lncrna_lncRNA_16629', 'lncrna_lncRNA_770', 'lncrna_lncRNA_3111', 'lncrna_lncRNA_2383', 'lncrna_lncRNA_220', 'lncrna_lncRNA_2382', 'lncrna_lncRNA_2473', 'lncrna_lncRNA_7514', 'lncrna_lncRNA_5199', 'lncrna_lncRNA_3951', 'lncrna_lncRNA_15809', 'lncrna_lncRNA_4637', 'methylation_CpG_Porites_evermani_scaffold_665_210594', 'methylation_CpG_Porites_evermani_scaffold_465_130562', 'methylation_CpG_Porites_evermani_scaffold_105_102321', 'methylation_CpG_Porites_evermani_scaffold_3_4043', 'methylation_CpG_Porites_evermani_scaffold_3137_13709', 'methylation_CpG_Porites_evermani_scaffold_4027_28182', 'methylation_CpG_Porites_evermani_scaffold_1659_59473', 'methylation_CpG_Porites_evermani_scaffold_1008_67640', 'methylation_CpG_Porites_evermani_scaffold_1957_68817', 'methylation_CpG_Porites_evermani_scaffold_2561_18682', 'methylation_CpG_Porites_evermani_scaffold_4027_28348', 'methylation_CpG_Porites_evermani_scaffold_572_60038', 'methylation_CpG_Porites_evermani_scaffold_497_132101', 'methylation_CpG_Porites_evermani_scaffold_202_145871', 'methylation_CpG_Porites_evermani_scaffold_2205_11543', 'methylation_CpG_Porites_evermani_scaffold_1977_12363', 'methylation_CpG_Porites_evermani_scaffold_4242_21852', 'methylation_CpG_Porites_evermani_scaffold_873_101066', 'methylation_CpG_Porites_evermani_scaffold_815_85265', 'methylation_CpG_Porites_evermani_scaffold_1594_95973', 'methylation_CpG_Porites_evermani_scaffold_202_145856', 'methylation_CpG_Porites_evermani_scaffold_5544_10248', 'methylation_CpG_Porites_evermani_scaffold_299_289724', 'methylation_CpG_Porites_evermani_scaffold_732_100287', 'methylation_CpG_Porites_evermani_scaffold_2010_46621']",1,1,1
gene-Peve_00042849,55,0.653245102283209,1,0.346754897716791,FALSE,1,"['lncrna_lncRNA_13998', 'lncrna_lncRNA_10002', 'lncrna_lncRNA_8371', 'lncrna_lncRNA_16655', 'lncrna_lncRNA_8366', 'lncrna_lncRNA_12465', 'lncrna_lncRNA_14374', 'lncrna_lncRNA_14372', 'lncrna_lncRNA_9302', 'lncrna_lncRNA_14371', 'lncrna_lncRNA_8876', 'lncrna_lncRNA_9986', 'lncrna_lncRNA_23466', 'lncrna_lncRNA_9538', 'lncrna_lncRNA_878', 'lncrna_lncRNA_3508', 'lncrna_lncRNA_15356', 'lncrna_lncRNA_4082', 'lncrna_lncRNA_23735', 'lncrna_lncRNA_12512', 'lncrna_lncRNA_15357', 'lncrna_lncRNA_685', 'lncrna_lncRNA_10679', 'lncrna_lncRNA_19847', 'lncrna_lncRNA_18078', 'lncrna_lncRNA_23658', 'lncrna_lncRNA_21066', 'lncrna_lncRNA_7112', 'lncrna_lncRNA_9403', 'lncrna_lncRNA_19524', 'methylation_CpG_Porites_evermani_scaffold_1234_140093', 'methylation_CpG_Porites_evermani_scaffold_1213_81707', 'methylation_CpG_Porites_evermani_scaffold_261_3606', 'methylation_CpG_Porites_evermani_scaffold_261_3600', 'methylation_CpG_Porites_evermani_scaffold_174_197336', 'methylation_CpG_Porites_evermani_scaffold_2052_25415', 'methylation_CpG_Porites_evermani_scaffold_1213_81736', 'methylation_CpG_Porites_evermani_scaffold_2052_25389', 'methylation_CpG_Porites_evermani_scaffold_201_89163', 'methylation_CpG_Porites_evermani_scaffold_21_29697', 'methylation_CpG_Porites_evermani_scaffold_174_197297', 'methylation_CpG_Porites_evermani_scaffold_2234_70020', 'methylation_CpG_Porites_evermani_scaffold_382_222276', 'methylation_CpG_Porites_evermani_scaffold_261_3802', 'methylation_CpG_Porites_evermani_scaffold_2606_57817', 'methylation_CpG_Porites_evermani_scaffold_786_35644', 'methylation_CpG_Porites_evermani_scaffold_3026_38314', 'methylation_CpG_Porites_evermani_scaffold_2042_2327', 'methylation_CpG_Porites_evermani_scaffold_3349_33174', 'methylation_CpG_Porites_evermani_scaffold_174_197170', 'methylation_CpG_Porites_evermani_scaffold_3349_33176', 'methylation_CpG_Porites_evermani_scaffold_3022_42210', 'methylation_CpG_Porites_evermani_scaffold_174_193174', 'methylation_CpG_Porites_evermani_scaffold_777_66901', 'methylation_CpG_Porites_evermani_scaffold_209_102541']",1,1,0
gene-Peve_00043353,62,0.10853143888811112,1,0.8914685611118889,FALSE,1,"['mirna_Cluster_6236', 'mirna_Cluster_661', 'mirna_Cluster_6919', 'mirna_Cluster_2454', 'mirna_Cluster_3676', 'mirna_Cluster_5058', 'mirna_Cluster_6235', 'lncrna_lncRNA_3736', 'lncrna_lncRNA_11248', 'lncrna_lncRNA_10274', 'lncrna_lncRNA_487', 'lncrna_lncRNA_1277', 'lncrna_lncRNA_13257', 'lncrna_lncRNA_17938', 'lncrna_lncRNA_4444', 'lncrna_lncRNA_2461', 'lncrna_lncRNA_8688', 'lncrna_lncRNA_3877', 'lncrna_lncRNA_8280', 'lncrna_lncRNA_3735', 'lncrna_lncRNA_3749', 'lncrna_lncRNA_2016', 'lncrna_lncRNA_23294', 'lncrna_lncRNA_8279', 'lncrna_lncRNA_17088', 'lncrna_lncRNA_23297', 'lncrna_lncRNA_8698', 'lncrna_lncRNA_22996', 'lncrna_lncRNA_20676', 'lncrna_lncRNA_15026', 'lncrna_lncRNA_8282', 'lncrna_lncRNA_22485', 'lncrna_lncRNA_7162', 'lncrna_lncRNA_22384', 'lncrna_lncRNA_22385', 'lncrna_lncRNA_7347', 'lncrna_lncRNA_15183', 'methylation_CpG_Porites_evermani_scaffold_1720_63315', 'methylation_CpG_Porites_evermani_scaffold_1889_6569', 'methylation_CpG_Porites_evermani_scaffold_2643_58412', 'methylation_CpG_Porites_evermani_scaffold_636_160871', 'methylation_CpG_Porites_evermani_scaffold_2643_58701', 'methylation_CpG_Porites_evermani_scaffold_19_322962', 'methylation_CpG_Porites_evermani_scaffold_1819_47876', 'methylation_CpG_Porites_evermani_scaffold_6994_591', 'methylation_CpG_Porites_evermani_scaffold_1819_44138', 'methylation_CpG_Porites_evermani_scaffold_306_15337', 'methylation_CpG_Porites_evermani_scaffold_22_798363', 'methylation_CpG_Porites_evermani_scaffold_851_162340', 'methylation_CpG_Porites_evermani_scaffold_533_200220', 'methylation_CpG_Porites_evermani_scaffold_3499_34555', 'methylation_CpG_Porites_evermani_scaffold_598_44509', 'methylation_CpG_Porites_evermani_scaffold_110_68946', 'methylation_CpG_Porites_evermani_scaffold_573_181523', 'methylation_CpG_Porites_evermani_scaffold_3498_40594', 'methylation_CpG_Porites_evermani_scaffold_3_1156', 'methylation_CpG_Porites_evermani_scaffold_1819_47910', 'methylation_CpG_Porites_evermani_scaffold_2599_13279', 'methylation_CpG_Porites_evermani_scaffold_1008_61456', 'methylation_CpG_Porites_evermani_scaffold_1819_47974', 'methylation_CpG_Porites_evermani_scaffold_630_83969', 'methylation_CpG_Porites_evermani_scaffold_110_68928']",1,1,1
gene-Peve_00040305,57,0.10433969794936336,1,0.8956603020506366,FALSE,1,"['mirna_Cluster_9535', 'mirna_Cluster_11615', 'lncrna_lncRNA_17673', 'lncrna_lncRNA_17676', 'lncrna_lncRNA_17671', 'lncrna_lncRNA_6534', 'lncrna_lncRNA_11064', 'lncrna_lncRNA_12654', 'lncrna_lncRNA_14465', 'lncrna_lncRNA_14464', 'lncrna_lncRNA_23162', 'lncrna_lncRNA_1038', 'lncrna_lncRNA_1033', 'lncrna_lncRNA_1034', 'lncrna_lncRNA_14493', 'lncrna_lncRNA_6673', 'lncrna_lncRNA_2490', 'lncrna_lncRNA_6748', 'lncrna_lncRNA_6084', 'lncrna_lncRNA_20387', 'lncrna_lncRNA_17555', 'lncrna_lncRNA_10588', 'lncrna_lncRNA_10722', 'lncrna_lncRNA_17635', 'lncrna_lncRNA_2412', 'lncrna_lncRNA_20017', 'lncrna_lncRNA_14009', 'lncrna_lncRNA_803', 'lncrna_lncRNA_20557', 'lncrna_lncRNA_6179', 'lncrna_lncRNA_352', 'lncrna_lncRNA_351', 'methylation_CpG_Porites_evermani_scaffold_405_268892', 'methylation_CpG_Porites_evermani_scaffold_174_194637', 'methylation_CpG_Porites_evermani_scaffold_174_193814', 'methylation_CpG_Porites_evermani_scaffold_174_193766', 'methylation_CpG_Porites_evermani_scaffold_664_32893', 'methylation_CpG_Porites_evermani_scaffold_5832_555', 'methylation_CpG_Porites_evermani_scaffold_174_194647', 'methylation_CpG_Porites_evermani_scaffold_174_194662', 'methylation_CpG_Porites_evermani_scaffold_664_32910', 'methylation_CpG_Porites_evermani_scaffold_2909_32682', 'methylation_CpG_Porites_evermani_scaffold_174_194503', 'methylation_CpG_Porites_evermani_scaffold_174_193773', 'methylation_CpG_Porites_evermani_scaffold_4865_19020', 'methylation_CpG_Porites_evermani_scaffold_1930_79437', 'methylation_CpG_Porites_evermani_scaffold_214_250230', 'methylation_CpG_Porites_evermani_scaffold_174_194493', 'methylation_CpG_Porites_evermani_scaffold_4_769795', 'methylation_CpG_Porites_evermani_scaffold_174_193665', 'methylation_CpG_Porites_evermani_scaffold_174_193655', 'methylation_CpG_Porites_evermani_scaffold_289_136776', 'methylation_CpG_Porites_evermani_scaffold_1587_48779', 'methylation_CpG_Porites_evermani_scaffold_157_334458', 'methylation_CpG_Porites_evermani_scaffold_1930_79449', 'methylation_CpG_Porites_evermani_scaffold_382_67158', 'methylation_CpG_Porites_evermani_scaffold_664_32935']",1,1,1
gene-Peve_00040415,56,0.0980442950984689,1,0.9019557049015312,FALSE,1,"['mirna_Cluster_3676', 'lncrna_lncRNA_14126', 'lncrna_lncRNA_14133', 'lncrna_lncRNA_15303', 'lncrna_lncRNA_15302', 'lncrna_lncRNA_14134', 'lncrna_lncRNA_19026', 'lncrna_lncRNA_21667', 'lncrna_lncRNA_18588', 'lncrna_lncRNA_8998', 'lncrna_lncRNA_7109', 'lncrna_lncRNA_20387', 'lncrna_lncRNA_110', 'lncrna_lncRNA_111', 'lncrna_lncRNA_22385', 'lncrna_lncRNA_2367', 'lncrna_lncRNA_22384', 'lncrna_lncRNA_2368', 'lncrna_lncRNA_2369', 'lncrna_lncRNA_2370', 'lncrna_lncRNA_7403', 'lncrna_lncRNA_19574', 'lncrna_lncRNA_8698', 'lncrna_lncRNA_6084', 'lncrna_lncRNA_12342', 'lncrna_lncRNA_2113', 'lncrna_lncRNA_20988', 'lncrna_lncRNA_9047', 'lncrna_lncRNA_11269', 'lncrna_lncRNA_14485', 'lncrna_lncRNA_14787', 'methylation_CpG_Porites_evermani_scaffold_1338_58347', 'methylation_CpG_Porites_evermani_scaffold_1854_29398', 'methylation_CpG_Porites_evermani_scaffold_1000_19265', 'methylation_CpG_Porites_evermani_scaffold_6_260602', 'methylation_CpG_Porites_evermani_scaffold_2414_67782', 'methylation_CpG_Porites_evermani_scaffold_165_221477', 'methylation_CpG_Porites_evermani_scaffold_2172_47944', 'methylation_CpG_Porites_evermani_scaffold_249_38054', 'methylation_CpG_Porites_evermani_scaffold_1584_44231', 'methylation_CpG_Porites_evermani_scaffold_229_38845', 'methylation_CpG_Porites_evermani_scaffold_2596_56878', 'methylation_CpG_Porites_evermani_scaffold_2172_47953', 'methylation_CpG_Porites_evermani_scaffold_696_7480', 'methylation_CpG_Porites_evermani_scaffold_105_215201', 'methylation_CpG_Porites_evermani_scaffold_1694_40341', 'methylation_CpG_Porites_evermani_scaffold_30_554609', 'methylation_CpG_Porites_evermani_scaffold_819_184134', 'methylation_CpG_Porites_evermani_scaffold_4114_23202', 'methylation_CpG_Porites_evermani_scaffold_20_482133', 'methylation_CpG_Porites_evermani_scaffold_35_626999', 'methylation_CpG_Porites_evermani_scaffold_105_215226', 'methylation_CpG_Porites_evermani_scaffold_572_60372', 'methylation_CpG_Porites_evermani_scaffold_1993_18865', 'methylation_CpG_Porites_evermani_scaffold_103_15382', 'methylation_CpG_Porites_evermani_scaffold_109_242071']",1,1,1
gene-Peve_00044685,58,0.1146810797972294,1,0.8853189202027706,FALSE,1,"['mirna_Cluster_3676', 'mirna_Cluster_4161', 'mirna_Cluster_981', 'lncrna_lncRNA_2743', 'lncrna_lncRNA_9065', 'lncrna_lncRNA_9064', 'lncrna_lncRNA_7403', 'lncrna_lncRNA_1710', 'lncrna_lncRNA_21968', 'lncrna_lncRNA_21710', 'lncrna_lncRNA_21594', 'lncrna_lncRNA_23516', 'lncrna_lncRNA_5064', 'lncrna_lncRNA_12681', 'lncrna_lncRNA_740', 'lncrna_lncRNA_9392', 'lncrna_lncRNA_7004', 'lncrna_lncRNA_21595', 'lncrna_lncRNA_7003', 'lncrna_lncRNA_5301', 'lncrna_lncRNA_10588', 'lncrna_lncRNA_1866', 'lncrna_lncRNA_13319', 'lncrna_lncRNA_13404', 'lncrna_lncRNA_24101', 'lncrna_lncRNA_13320', 'lncrna_lncRNA_13136', 'lncrna_lncRNA_13402', 'lncrna_lncRNA_5152', 'lncrna_lncRNA_11550', 'lncrna_lncRNA_13443', 'lncrna_lncRNA_17773', 'lncrna_lncRNA_20330', 'methylation_CpG_Porites_evermani_scaffold_2797_54435', 'methylation_CpG_Porites_evermani_scaffold_2797_54422', 'methylation_CpG_Porites_evermani_scaffold_12_916872', 'methylation_CpG_Porites_evermani_scaffold_2205_23923', 'methylation_CpG_Porites_evermani_scaffold_39_161973', 'methylation_CpG_Porites_evermani_scaffold_20_539689', 'methylation_CpG_Porites_evermani_scaffold_873_101066', 'methylation_CpG_Porites_evermani_scaffold_2797_54438', 'methylation_CpG_Porites_evermani_scaffold_202_147830', 'methylation_CpG_Porites_evermani_scaffold_4242_21852', 'methylation_CpG_Porites_evermani_scaffold_235_143477', 'methylation_CpG_Porites_evermani_scaffold_115_40521', 'methylation_CpG_Porites_evermani_scaffold_2797_55845', 'methylation_CpG_Porites_evermani_scaffold_1068_8896', 'methylation_CpG_Porites_evermani_scaffold_1957_68817', 'methylation_CpG_Porites_evermani_scaffold_48_488367', 'methylation_CpG_Porites_evermani_scaffold_12_916877', 'methylation_CpG_Porites_evermani_scaffold_20_482133', 'methylation_CpG_Porites_evermani_scaffold_2797_54410', 'methylation_CpG_Porites_evermani_scaffold_1534_116943', 'methylation_CpG_Porites_evermani_scaffold_223_122049', 'methylation_CpG_Porites_evermani_scaffold_2797_54578', 'methylation_CpG_Porites_evermani_scaffold_2517_2325', 'methylation_CpG_Porites_evermani_scaffold_202_143761', 'methylation_CpG_Porites_evermani_scaffold_2386_55967']",1,1,1
gene-Peve_00044771,57,0.11459421462642594,1,0.8854057853735741,FALSE,1,"['mirna_Cluster_13926', 'mirna_Cluster_3676', 'lncrna_lncRNA_17857', 'lncrna_lncRNA_6326', 'lncrna_lncRNA_11677', 'lncrna_lncRNA_12654', 'lncrna_lncRNA_23580', 'lncrna_lncRNA_23405', 'lncrna_lncRNA_17474', 'lncrna_lncRNA_18094', 'lncrna_lncRNA_1899', 'lncrna_lncRNA_8581', 'lncrna_lncRNA_8582', 'lncrna_lncRNA_23579', 'lncrna_lncRNA_20387', 'lncrna_lncRNA_5137', 'lncrna_lncRNA_5136', 'lncrna_lncRNA_13443', 'lncrna_lncRNA_22338', 'lncrna_lncRNA_778', 'lncrna_lncRNA_17673', 'lncrna_lncRNA_17676', 'lncrna_lncRNA_10679', 'lncrna_lncRNA_5683', 'lncrna_lncRNA_15833', 'lncrna_lncRNA_6084', 'lncrna_lncRNA_11064', 'lncrna_lncRNA_8962', 'lncrna_lncRNA_6887', 'lncrna_lncRNA_23401', 'lncrna_lncRNA_6748', 'lncrna_lncRNA_5150', 'methylation_CpG_Porites_evermani_scaffold_665_11823', 'methylation_CpG_Porites_evermani_scaffold_915_38413', 'methylation_CpG_Porites_evermani_scaffold_86_120267', 'methylation_CpG_Porites_evermani_scaffold_376_237853', 'methylation_CpG_Porites_evermani_scaffold_2909_32682', 'methylation_CpG_Porites_evermani_scaffold_1314_60370', 'methylation_CpG_Porites_evermani_scaffold_547_221855', 'methylation_CpG_Porites_evermani_scaffold_4186_22644', 'methylation_CpG_Porites_evermani_scaffold_714_42516', 'methylation_CpG_Porites_evermani_scaffold_2386_55967', 'methylation_CpG_Porites_evermani_scaffold_2446_55143', 'methylation_CpG_Porites_evermani_scaffold_2599_8128', 'methylation_CpG_Porites_evermani_scaffold_3137_34090', 'methylation_CpG_Porites_evermani_scaffold_2856_806', 'methylation_CpG_Porites_evermani_scaffold_1050_69086', 'methylation_CpG_Porites_evermani_scaffold_3063_51049', 'methylation_CpG_Porites_evermani_scaffold_777_1383', 'methylation_CpG_Porites_evermani_scaffold_1987_65651', 'methylation_CpG_Porites_evermani_scaffold_1829_58856', 'methylation_CpG_Porites_evermani_scaffold_440_118364', 'methylation_CpG_Porites_evermani_scaffold_674_80445', 'methylation_CpG_Porites_evermani_scaffold_894_90445', 'methylation_CpG_Porites_evermani_scaffold_18_1027425', 'methylation_CpG_Porites_evermani_scaffold_71_311196', 'methylation_CpG_Porites_evermani_scaffold_880_129655']",1,1,1
gene-Peve_00018652,58,0.0989568440666092,1,0.9010431559333908,FALSE,1,"['mirna_Cluster_6242', 'mirna_Cluster_11615', 'mirna_Cluster_9535', 'lncrna_lncRNA_7041', 'lncrna_lncRNA_7039', 'lncrna_lncRNA_4885', 'lncrna_lncRNA_4886', 'lncrna_lncRNA_4887', 'lncrna_lncRNA_4888', 'lncrna_lncRNA_8016', 'lncrna_lncRNA_4825', 'lncrna_lncRNA_21346', 'lncrna_lncRNA_22338', 'lncrna_lncRNA_12338', 'lncrna_lncRNA_23707', 'lncrna_lncRNA_6754', 'lncrna_lncRNA_2194', 'lncrna_lncRNA_23238', 'lncrna_lncRNA_21429', 'lncrna_lncRNA_21432', 'lncrna_lncRNA_21433', 'lncrna_lncRNA_21431', 'lncrna_lncRNA_427', 'lncrna_lncRNA_15018', 'lncrna_lncRNA_3777', 'lncrna_lncRNA_7938', 'lncrna_lncRNA_20444', 'lncrna_lncRNA_18588', 'lncrna_lncRNA_9089', 'lncrna_lncRNA_20387', 'lncrna_lncRNA_763', 'lncrna_lncRNA_17829', 'lncrna_lncRNA_2368', 'methylation_CpG_Porites_evermani_scaffold_694_149079', 'methylation_CpG_Porites_evermani_scaffold_4_363924', 'methylation_CpG_Porites_evermani_scaffold_276_111804', 'methylation_CpG_Porites_evermani_scaffold_2205_11321', 'methylation_CpG_Porites_evermani_scaffold_1072_86281', 'methylation_CpG_Porites_evermani_scaffold_1485_99814', 'methylation_CpG_Porites_evermani_scaffold_14_537917', 'methylation_CpG_Porites_evermani_scaffold_64_482323', 'methylation_CpG_Porites_evermani_scaffold_296_199912', 'methylation_CpG_Porites_evermani_scaffold_3188_21760', 'methylation_CpG_Porites_evermani_scaffold_1101_91784', 'methylation_CpG_Porites_evermani_scaffold_3188_21777', 'methylation_CpG_Porites_evermani_scaffold_7_379715', 'methylation_CpG_Porites_evermani_scaffold_7_635900', 'methylation_CpG_Porites_evermani_scaffold_12_81154', 'methylation_CpG_Porites_evermani_scaffold_172_135137', 'methylation_CpG_Porites_evermani_scaffold_1066_79111', 'methylation_CpG_Porites_evermani_scaffold_3146_3937', 'methylation_CpG_Porites_evermani_scaffold_308_139128', 'methylation_CpG_Porites_evermani_scaffold_2821_20115', 'methylation_CpG_Porites_evermani_scaffold_93_243097', 'methylation_CpG_Porites_evermani_scaffold_1965_29903', 'methylation_CpG_Porites_evermani_scaffold_903_174374', 'methylation_CpG_Porites_evermani_scaffold_102_276022', 'methylation_CpG_Porites_evermani_scaffold_291_96848']",1,1,1
