readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	11823	37039
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	12561	32569
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	141745	582392
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	19662	357521
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	5801	189168
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	5779	83847
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	6006	94246
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	6230	44530
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	67167	1175954
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	11925	84595
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3845	157903
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	3988	38603
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	4644	106089
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	5480	74389
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	84864	451263
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	3765	17766
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	1207	3243
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	870	3380
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	875	3746
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	883	3142
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	10211	56737
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	49832	129018
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	23513	48330
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	24972	55623
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	25675	74792
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	34863	122007
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	214631	2728034
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	22219	78132
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	9310	34387
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	10100	66472
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	11128	29156
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	11851	29569
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	106729	502896
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	12293	277838
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	3682	95107
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	3804	62000
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	3956	230981
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	4085	30649
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	38859	864581
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	8263	65913
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	2923	131294
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	3207	49190
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	3764	35369
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	4461	62063
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	54656	462032
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	2433	8961
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	815	2677
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	702	2904
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	729	3672
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	733	2327
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	7066	42665
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	14647	40504
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	8174	19909
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	9359	22488
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	9876	45977
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	16090	109100
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C8-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	96370	3255667
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	25731	113540
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	9706	41259
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	10196	133911
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	10823	44388
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	11275	31643
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	151331	839322
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	18968	384002
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	5147	105862
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	5214	71641
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	5533	98848
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	6299	31859
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	82661	1377889
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	11689	73002
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3814	68318
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	3727	42689
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	4838	63659
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	6060	77208
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	104294	518551
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	5061	21967
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	1608	4469
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	1012	3999
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	1004	5341
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	987	4396
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	13076	90991
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	22144	82798
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	11220	26129
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	12914	37068
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	12050	53704
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	18047	100822
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1C9-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	151415	2666680
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	127355	231546
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	54537	144429
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	58801	110900
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	61837	107903
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	64754	109347
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	420319	711888
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	34239	1356311
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	8438	313638
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	8279	70307
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	8450	93044
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	8333	75168
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	49295	1184124
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	18485	292484
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	6667	352622
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	7257	68012
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	7946	357460
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	8332	250550
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	50021	1061347
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	6041	14618
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	1860	6449
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	1862	6245
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	1895	6225
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	1844	4231
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	9747	21854
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	34036	58164
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	17792	28412
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	19655	28534
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	21975	33652
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	23588	38592
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1D11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	179417	445650
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	22816	115885
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	8044	39278
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	7674	251169
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	7915	45364
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	8130	23522
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	143676	980349
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	21314	143443
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	6207	43948
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1E10-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	5860	49111
