"gene_id"	"ACR.139.TP1"	"ACR.139.TP2"	"ACR.139.TP3"	"ACR.139.TP4"	"ACR.145.TP1"	"ACR.145.TP2"	"ACR.145.TP3"	"ACR.145.TP4"	"ACR.150.TP1"	"ACR.150.TP2"	"ACR.150.TP3"	"ACR.150.TP4"	"ACR.173.TP1"	"ACR.173.TP2"	"ACR.173.TP3"	"ACR.173.TP4"	"ACR.186.TP1"	"ACR.186.TP2"	"ACR.186.TP3"	"ACR.186.TP4"	"ACR.225.TP1"	"ACR.225.TP2"	"ACR.225.TP3"	"ACR.225.TP4"	"ACR.229.TP1"	"ACR.229.TP2"	"ACR.229.TP3"	"ACR.229.TP4"	"ACR.237.TP1"	"ACR.237.TP2"	"ACR.237.TP3"	"ACR.237.TP4"	"ACR.244.TP1"	"ACR.244.TP2"	"ACR.244.TP3"	"ACR.244.TP4"	"ACR.265.TP1"	"ACR.265.TP2"	"ACR.265.TP3"	"ACR.265.TP4"
"FUN_012215"	" 0.96064854"	" 3.39350415"	"40.48534807"	"28.48501288"	" 0.00000000"	"43.80204985"	"26.38589862"	" 0.82790492"	"19.01307601"	"25.90720400"	"56.46289820"	" 0.50674860"	" 0.84542806"	NA	"16.09021846"	" 0.82109488"	" 2.77886569"	"58.39038144"	" 0.25000000"	" 0.00000000"	NA	" 1.17884144"	"20.20695665"	" 3.20090015"	"23.42302344"	" 0.903570801"	"16.36076973"	" 0.11160714"	" 0.00000000"	"33.86131653"	" 6.52904706"	"63.43433535"	"75.74275133"	" 0.59431089"	"79.56041435"	" 0.00000000"	" 0.52775574"	"42.97328219"	" 1.33526713"	" 5.11363637"
"FUN_012216"	" 0.14918248"	"21.90144038"	" 7.53205129"	" 0.89833741"	"27.71871184"	"53.31378840"	" 1.22999880"	"69.93934790"	"36.94318285"	"23.56902844"	"53.85992284"	" 0.56034483"	" 0.00000000"	" 0.74375620"	"32.55456667"	" 0.42741075"	" 0.32844897"	" 0.91538902"	" 0.87663557"	" 0.40621351"	NA	"11.67340586"	"21.45163974"	" 1.92789510"	"54.50805300"	" 1.063743387"	"57.50690121"	"19.61440462"	"82.34044752"	" 0.57408277"	"12.43725559"	" 0.00000000"	" 0.17647059"	" 0.00000000"	" 3.54953380"	"30.26590086"	" 0.87199511"	" 0.30514940"	" 0.19230770"	" 0.11737089"
"FUN_012217"	" 0.74633806"	" 0.60593253"	"41.53192472"	" 0.32705390"	"27.48541360"	" 5.42296875"	"31.12634839"	" 0.26763270"	" 0.67827909"	" 0.00000000"	"25.90260892"	"60.91450585"	" 7.46286791"	" 0.37059400"	" 0.27048529"	" 0.40249433"	" 9.29086531"	"35.25159165"	" 0.37068671"	"30.19405942"	NA	"67.46374880"	" 0.71451071"	"21.54610482"	" 0.50261476"	"59.799610890"	"47.12554958"	" 3.10158591"	" 0.43956046"	" 0.30303030"	" 0.38416220"	"49.70452252"	" 0.00000000"	" 0.20833333"	" 0.21929825"	"62.06736941"	" 0.75769465"	"43.49867637"	"25.28492782"	" 0.00000000"
"FUN_012218"	" 0.62116582"	"52.66726362"	" 0.80398353"	"23.09491410"	" 4.51381945"	"18.81818489"	"10.21490173"	" 3.53637827"	"22.21029726"	" 1.47026256"	"26.90827600"	" 0.63038228"	"53.44046877"	"16.13168144"	" 8.64246281"	" 4.44085621"	" 1.32607777"	" 1.09209330"	"16.94197005"	"31.47349757"	NA	" 0.61637081"	" 0.00000000"	"11.10380829"	"52.02802032"	NA	" 6.63558937"	" 4.41213228"	" 0.00000000"	" 0.00000000"	" 0.00000000"	NA	"12.80910598"	" 0.18853695"	" 3.67647058"	" 6.29148629"	"16.29963781"	"46.15556120"	" 0.00000000"	"16.30358841"
"FUN_012220"	" 0.00000000"	" 0.20833334"	"27.98884427"	" 0.00000000"	" 0.37970688"	"11.34717365"	" 0.35513178"	" 0.40566958"	" 0.11854503"	"30.46363952"	" 0.28476899"	" 0.22919585"	" 0.00000000"	" 0.30303030"	"15.06410254"	" 8.15777019"	"50.49940468"	" 0.00000000"	"76.18575337"	" 0.00000000"	NA	"35.72503507"	NA	"11.42177213"	"56.40331435"	" 0.721029862"	" 1.04937126"	"29.12218740"	" 0.15625000"	"16.41895295"	"41.86736374"	"45.57898355"	"25.29293818"	" 0.63058941"	"78.50696179"	"78.01299211"	" 1.10212190"	" 1.85770179"	" 8.90982270"	" 0.00000000"
"FUN_012221"	"82.41521835"	" 4.84189547"	" 0.22988507"	" 0.46286082"	" 4.69531809"	"74.17132715"	"76.22665999"	"52.98872655"	" 0.08771930"	NA	"47.85931948"	" 0.43160361"	" 0.17214399"	" 0.22570533"	" 0.58318729"	NA	"19.18618468"	"16.03029107"	"54.95040000"	" 0.33333332"	NA	NA	" 4.40889876"	" 0.56671365"	" 0.05537098"	" 0.482456465"	"26.95776916"	" 0.22523168"	" 0.70426597"	" 3.64603345"	" 1.31058252"	"28.51805710"	" 0.57448982"	"19.41669897"	"83.47644022"	"45.05001782"	" 0.41845525"	"20.31392556"	" 0.83870173"	" 1.37362467"
"FUN_012222"	" 0.06060606"	" 0.27106176"	" 0.65835068"	" 3.08026571"	"15.70199041"	"42.81339625"	" 0.47186147"	"10.56545256"	" 0.22253346"	" 0.46558705"	" 0.50770682"	"49.60348492"	" 3.67400290"	" 0.00000000"	" 0.92491896"	"65.74961674"	"57.98930656"	" 1.70668201"	" 0.30108782"	" 0.44264430"	NA	" 0.09469698"	"22.48195789"	" 1.31308684"	" 0.22457259"	"62.905473710"	"15.55216385"	" 5.48448208"	"23.74630440"	"32.98207606"	"52.18904534"	"10.20713851"	" 1.75286312"	"79.16232596"	"25.25136293"	" 0.82887700"	"84.98184135"	" 6.14718613"	"26.17112216"	"36.46268587"
"FUN_012223"	"31.24387693"	"55.02752759"	" 0.29813665"	"56.56988239"	"36.93861692"	" 3.68644941"	" 8.49487198"	" 0.42593418"	"38.50230632"	" 0.26812131"	"17.21288327"	"25.74087063"	"71.49175994"	"67.53070630"	"15.03905571"	"56.04379544"	" 5.69797842"	"41.97420643"	" 0.33266067"	" 0.32467532"	NA	" 0.13495277"	" 0.28846154"	" 9.47279620"	" 0.65801222"	" 0.493421056"	"28.16701231"	" 6.27287125"	" 7.59035977"	" 3.39939724"	"24.99593580"	"64.75093154"	"51.21944127"	"67.63595946"	"72.09251923"	" 0.00000000"	"63.47542816"	"36.58753592"	" 0.41629969"	" 0.00000000"
"FUN_012224"	" 1.65128716"	" 0.32100068"	" 0.15754561"	" 0.32467532"	" 0.00000000"	"55.26134093"	" 0.00000000"	"12.34260245"	" 7.42345182"	"62.24892143"	" 2.45059287"	"48.26383834"	"15.87739861"	" 0.13888889"	" 1.45421086"	"14.03612074"	" 5.83994967"	" 2.38095546"	" 0.31983806"	"35.10200749"	NA	NA	"15.74010912"	" 0.00000000"	" 0.34968721"	"28.000302120"	" 6.17966257"	"52.16946748"	" 1.27131723"	" 1.18628347"	" 2.86322416"	" 1.19714170"	NA	" 0.33306595"	"14.54538157"	" 0.67718068"	" 0.00000000"	"10.17055324"	" 0.22951523"	" 0.88855054"
"FUN_012225"	" 9.64878253"	"17.44562243"	" 0.48555149"	" 0.53030302"	"26.80348410"	" 4.63892788"	"27.28252404"	" 0.25510207"	" 0.00000000"	" 0.25252525"	"64.27538600"	" 6.35877603"	" 1.18513139"	" 0.35708972"	"15.61739044"	" 1.09149709"	" 0.86294533"	" 2.00746220"	"10.05134832"	" 2.73768098"	NA	"15.37878790"	" 2.84728944"	"57.01315592"	"53.00218499"	" 0.133333333"	" 0.73207897"	" 1.00678379"	"61.19688843"	" 0.21361062"	" 0.31065582"	" 0.71576616"	" 1.34394176"	"56.94880667"	" 4.13208700"	" 0.14513789"	" 0.00000000"	" 0.23016391"	" 0.27627279"	"69.65688637"
"FUN_012226"	"42.93850463"	" 0.15131187"	"23.44128553"	" 0.00000000"	" 0.20408163"	"61.00004278"	NA	"49.48574423"	"19.53558632"	" 1.27550948"	" 0.00000000"	" 1.68913842"	" 0.00000000"	" 1.42857142"	" 1.34075479"	" 1.04922645"	" 4.53168046"	" 0.00000000"	" 1.08705973"	" 0.00000000"	NA	" 3.46938771"	"27.81415555"	"60.05865986"	" 0.00000000"	" 0.284938940"	"17.54634281"	" 0.11160714"	" 0.15681288"	" 0.31179138"	"89.86568361"	" 0.00000000"	"63.04792340"	" 0.59129395"	" 6.97398927"	" 0.44329190"	" 0.16544118"	" 0.98528316"	" 8.35939873"	" 0.52980005"
"FUN_012227"	"17.77535979"	" 0.18518519"	" 0.73772145"	" 0.00000000"	" 6.62241408"	"19.31896746"	"48.08543374"	" 2.03084525"	"18.69248040"	" 8.76994804"	" 2.47673672"	" 1.31827038"	" 0.00000000"	"49.07521474"	" 0.00000000"	" 1.40824077"	"12.56648153"	"38.71777002"	" 2.52164670"	"11.80633507"	NA	" 9.17632524"	"28.47376578"	"12.32499180"	" 8.44253716"	"25.840377180"	" 0.00000000"	"30.73545807"	" 0.58096402"	" 1.35842888"	"17.77592855"	" 7.78329759"	"59.59326165"	" 0.34760196"	"74.03744175"	" 1.75542091"	"29.17841292"	" 0.00000000"	" 1.08410426"	" 1.49560116"
"FUN_012228"	" 0.91709671"	" 2.82530283"	NA	" 1.56363636"	" 2.49275723"	" 3.69009664"	" 0.70707073"	"66.34921830"	" 1.06627823"	" 0.00000000"	"13.17523763"	" 1.23205434"	"74.67084847"	" 0.00000000"	" 0.12121212"	" 0.29325513"	"55.77202800"	NA	"11.19608027"	"19.67378125"	NA	" 0.41848961"	" 2.43225911"	" 0.49447052"	"24.97480366"	" 1.292517024"	" 0.11148272"	" 0.55529719"	" 2.70723191"	"52.50897714"	"11.69434373"	" 0.38531871"	" 0.71553995"	" 0.20239254"	NA	"65.84355871"	" 0.00000000"	" 0.59171600"	"54.36696090"	" 1.54389443"
"FUN_012229"	"10.19412773"	" 0.12254902"	"61.09305478"	" 0.41666667"	" 5.73524199"	"15.67253420"	" 0.84033614"	" 7.67514968"	"38.60581208"	NA	"62.99690927"	"62.15562683"	"30.89908591"	" 0.00000000"	" 0.00000000"	" 1.04777089"	"10.02562136"	" 5.12173358"	" 0.43750000"	" 5.07245687"	NA	"84.16730335"	"28.39826843"	" 0.70131176"	" 0.36508612"	"32.067898050"	"22.93405591"	"14.42077924"	"46.75658947"	" 2.81464606"	" 0.00000000"	"40.12488635"	" 7.67340676"	" 0.83243971"	"52.77427283"	" 1.03830954"	"23.17184090"	"35.43674242"	"25.94232053"	"53.37084110"
"FUN_012230"	NA	" 0.00000000"	" 0.71478400"	" 0.14814815"	"38.10479382"	" 5.52109571"	" 0.90710316"	" 0.64007455"	"14.64578010"	" 0.23148149"	" 1.14802968"	" 0.00000000"	" 2.92381616"	" 0.00000000"	" 0.33497835"	"29.71523233"	"17.05945407"	" 3.39816566"	" 2.22818521"	"25.83619716"	NA	" 0.87035207"	" 0.80922864"	" 0.38687120"	"59.42025462"	"14.195504530"	" 0.27210884"	" 0.70955883"	"39.98446907"	"20.02696893"	"57.67699003"	"13.36936171"	"63.33904195"	" 1.68776328"	"24.39522378"	"71.60010125"	"17.60472478"	"39.45333788"	" 2.16144676"	" 0.17857143"
"FUN_012231"	" 0.46646929"	"22.44889764"	"64.84715933"	" 0.13175230"	" 1.00111952"	" 2.99566644"	" 0.74331593"	" 0.42800790"	" 0.49740876"	" 1.92582733"	"25.27658571"	" 0.24630541"	" 0.00000000"	"65.81736060"	" 0.00000000"	NA	" 0.26737968"	"10.99126716"	NA	" 0.27472529"	NA	" 0.00000000"	" 5.66596763"	" 0.40551606"	" 0.30054245"	" 0.568627440"	" 0.09784736"	" 6.90285206"	" 9.28836121"	" 0.84883881"	" 2.06440777"	" 0.90702948"	"32.75179870"	"29.55187024"	" 0.00000000"	" 0.86324961"	"51.91139933"	" 1.32161610"	"43.64967320"	" 0.51060597"
"FUN_012232"	" 0.33333335"	"51.44467979"	"15.29421996"	"12.65169390"	" 5.38106763"	"26.43539465"	"18.96882580"	" 0.63405797"	"14.85237525"	" 0.69171299"	"42.68454675"	" 0.49160493"	" 0.00000000"	" 0.19762846"	" 1.36164421"	" 1.87950944"	" 2.07678286"	" 0.36481134"	" 0.00000000"	" 0.09107469"	NA	" 0.85053159"	"14.79092488"	" 0.36732516"	"63.17002791"	"37.762077950"	"74.94724069"	"27.79241133"	" 6.43311303"	"23.49771990"	"58.70534975"	"73.17712515"	"33.68594882"	" 0.62300444"	" 3.01069413"	" 7.93001672"	"22.96053759"	" 2.05652168"	"10.11460405"	" 0.00000000"
"FUN_012233"	"14.30481719"	"87.04554592"	" 1.74429210"	"58.09977400"	"10.73156861"	" 0.36038577"	" 1.18686867"	" 0.20161878"	"14.17057256"	" 3.42736650"	" 1.28111456"	" 3.78067197"	"20.82503346"	" 9.56632654"	"18.03148269"	" 1.22848477"	" 0.90912250"	"15.59936296"	" 0.47846889"	" 0.46296294"	NA	"26.29422314"	" 0.47619048"	"22.99484562"	" 0.38148758"	"31.267758280"	" 3.51992989"	" 0.41093270"	"67.25565173"	"15.97987284"	" 2.34795012"	NA	" 0.25510204"	"73.84783900"	" 0.94834792"	" 0.14124293"	" 5.44663749"	"17.42026840"	" 0.23232323"	"52.13626847"
"FUN_012234"	" 3.09915706"	" 0.48950809"	" 1.11110018"	"55.32666401"	" 9.11566766"	" 5.89682258"	"38.85419371"	"14.00373247"	" 1.91916127"	NA	"53.03538384"	"23.70520535"	" 0.00000000"	" 7.49263189"	" 1.07602274"	" 2.90638770"	" 8.23628306"	" 0.91136747"	" 0.38629014"	" 3.79482372"	" 1.7572717"	" 0.10567633"	" 5.56418217"	"72.11279307"	" 0.67279207"	" 0.968061378"	"12.06645843"	" 0.00000000"	" 0.00000000"	" 1.66058728"	" 0.32637298"	" 0.67574420"	"13.34961705"	"46.50095322"	" 0.00000000"	"57.05661109"	" 0.00000000"	"16.67023299"	"46.99941515"	" 0.24046436"
"FUN_012235"	" 3.46955416"	"44.45393882"	" 1.98401735"	NA	" 0.72179189"	" 1.95258764"	"46.06998268"	"58.46949273"	"28.67843826"	"51.64289532"	" 8.35995839"	" 0.07215008"	" 0.76301477"	" 0.00000000"	"41.13743965"	" 0.51060149"	" 1.60157029"	" 0.37633052"	"13.45829485"	" 8.43741975"	NA	" 0.00000000"	" 0.43567973"	" 0.57156684"	" 1.23521725"	"24.459588630"	" 0.71139308"	" 4.17010075"	" 0.38917705"	"36.97393100"	"22.89814993"	" 0.27676749"	" 1.88697405"	"21.84227155"	"79.20194611"	" 0.68212119"	"45.00182278"	"55.46094550"	"36.44459435"	" 4.40075558"
"FUN_012236"	" 0.08547009"	" 0.14619883"	"28.97768846"	"33.05853491"	"35.64377924"	"44.39274247"	" 0.40965598"	" 6.73029617"	"16.76023738"	" 1.17768007"	" 0.48971861"	" 6.46368444"	" 0.35326087"	NA	" 0.24684088"	" 6.61731752"	"61.31348259"	"31.45764867"	" 0.26315790"	"37.07626260"	NA	" 0.44942670"	NA	" 5.02870445"	"26.32343167"	" 0.201894276"	" 0.00000000"	" 0.15698588"	" 0.69448844"	"39.39244107"	"14.22768668"	"66.18910938"	" 1.02319100"	"30.97739152"	" 0.30864196"	" 0.34965035"	" 0.15419760"	"62.83464518"	" 7.36157089"	" 3.35081365"
"FUN_012237"	" 0.47364143"	"69.39125176"	"50.26109071"	"12.32568903"	" 0.13568752"	" 4.87012982"	" 6.21069641"	"35.27806835"	"32.46489393"	"56.98984924"	"49.70712447"	"38.30572427"	" 0.55818117"	NA	"19.73630570"	" 1.06172161"	" 0.98427623"	"34.40518361"	" 0.37500000"	"22.11565606"	NA	"11.35883192"	"66.84206993"	"74.55381101"	"16.89948011"	" 0.848786351"	" 0.00000000"	" 5.88078421"	" 0.31293878"	" 5.74330411"	" 0.39095621"	" 6.47134217"	" 0.90961869"	" 7.67932197"	" 0.24570024"	" 0.00000000"	"14.10478802"	" 1.47355377"	"38.85861465"	" 0.00000000"
"FUN_012238"	"58.68108434"	" 0.70285909"	" 0.93784720"	" 0.00000000"	" 5.03764805"	" 0.27218935"	"18.14297307"	"48.22601752"	"15.62382863"	"66.22585981"	"78.55710766"	"21.07807088"	" 0.28034757"	" 0.56338028"	"40.90958195"	" 0.54576447"	"10.26131768"	" 0.34163004"	"43.44696965"	" 0.13661202"	NA	" 0.00000000"	"56.63434526"	" 0.18848661"	" 2.39703529"	"92.210743820"	"19.52684831"	" 0.00000000"	"22.67657418"	"20.00846403"	"37.17676412"	"13.21626401"	"64.09558540"	" 0.90325746"	"36.12065819"	" 2.06048436"	" 4.41916800"	" 7.04980678"	"28.18542567"	" 3.17087408"
"FUN_012239"	"50.92109552"	"41.17207756"	" 0.82644627"	" 5.29400065"	" 5.18658857"	"48.76736276"	" 0.00000000"	" 0.12718763"	" 0.56674943"	" 1.66666667"	" 0.30165913"	" 0.00000000"	" 0.00000000"	" 0.20833333"	" 0.22297898"	"48.02739737"	"14.64327263"	"41.87783253"	"30.60579169"	" 0.60885168"	NA	"41.05754320"	" 1.17251628"	"65.10963261"	"30.83952476"	" 1.392539684"	" 5.90775737"	"49.10863992"	" 0.42016806"	" 2.23601400"	" 0.25641027"	" 0.00000000"	"24.42268889"	"26.67427954"	" 0.00000000"	"72.83280958"	" 0.48021938"	" 0.00000000"	" 0.12019231"	" 1.03277674"
"FUN_012240"	" 5.73490952"	" 0.00000000"	"14.47327060"	" 8.35394010"	" 0.00000000"	"14.26313750"	NA	"57.43673001"	" 1.01000180"	" 1.26572284"	"67.78646645"	" 0.48180274"	" 0.36801310"	"29.83697651"	"11.00457928"	"23.53359449"	"31.90379244"	" 0.66952746"	NA	" 0.15082956"	NA	"84.70637611"	" 0.80353900"	" 0.88235294"	" 0.40000000"	" 0.140845070"	" 0.26288357"	" 0.58840982"	" 0.49344376"	"44.13361947"	" 0.00000000"	" 0.50169184"	" 0.83934583"	" 0.65042330"	" 0.62134505"	" 0.00000000"	" 0.57561489"	" 0.30303032"	" 7.19653273"	" 1.61179309"
"FUN_012241"	"37.17053036"	" 0.58922558"	" 0.00000000"	" 0.09615385"	" 1.55379732"	" 2.92348716"	" 0.30864196"	" 3.34463431"	"21.01055185"	" 1.36363636"	"40.62986551"	" 1.72749509"	" 0.55555556"	"11.19093878"	"11.55166263"	" 3.47698627"	" 0.00000000"	" 0.28735631"	" 0.16233768"	"51.77323507"	NA	" 5.94589098"	NA	" 0.28752504"	" 5.79365082"	" 2.198121500"	"57.12332345"	" 0.12626264"	" 0.88935335"	" 0.68965517"	" 0.51169951"	"53.83986087"	" 0.00000000"	"20.76658632"	" 0.28587092"	"10.99258527"	" 1.11678002"	" 3.91545020"	" 0.36859974"	"34.04761908"
"FUN_012242"	"42.72975648"	"26.89048694"	" 0.45690874"	"16.37605003"	" 0.48305696"	"50.92069895"	"13.53208884"	"66.03975295"	" 1.34463829"	NA	" 0.26004196"	" 9.03775022"	" 0.88057389"	" 0.00000000"	"34.55086579"	"20.54753326"	" 0.85835291"	"23.48657532"	" 0.78811370"	" 1.65895590"	NA	"68.38635101"	" 8.02404749"	" 0.22198284"	"66.84549045"	"49.482843730"	"11.80827267"	" 8.86446165"	" 6.45663882"	"70.30126588"	"40.84438387"	" 0.00000000"	"48.03628200"	" 3.80667894"	"41.63742733"	" 1.58738421"	" 2.18242828"	" 0.30866517"	"18.00758528"	" 0.25000000"
"FUN_012243"	" 0.46787630"	" 0.27971582"	" 0.00000000"	" 0.11904762"	" 0.00000000"	" 0.14906832"	" 0.94594595"	"46.98406053"	"12.64833996"	"48.05465562"	" 2.18977202"	" 0.46752590"	"25.40565846"	" 0.00000000"	" 2.35294118"	" 0.20451406"	" 0.54266722"	" 0.16691730"	"12.93942733"	"14.14870296"	NA	NA	" 0.66572794"	"74.91977727"	"66.59055233"	"17.225748190"	"73.54577173"	"34.62275980"	"27.71259365"	"35.65053439"	"24.41616144"	"54.20398004"	" 6.46834376"	" 0.28716216"	" 0.40485829"	"16.11017776"	" 0.00000000"	" 0.00000000"	" 0.22435897"	" 0.33653846"
"FUN_012244"	"74.69187011"	" 2.40430621"	" 0.75757574"	" 0.91570467"	" 0.86729359"	NA	"18.36843071"	" 1.98791008"	" 5.32981025"	" 5.01666998"	" 1.67920065"	" 0.61594202"	"33.34283738"	" 5.00885778"	" 0.60018474"	" 7.24474344"	" 0.32840724"	" 2.51328053"	"24.63611773"	" 1.11034593"	NA	"39.16749920"	" 0.32540303"	"28.35506055"	" 0.96491311"	"47.545743330"	" 5.94790446"	" 1.19938939"	"45.09289520"	"22.05070240"	"79.49535285"	" 0.71337119"	"61.75946514"	"24.94150292"	"32.94342669"	" 0.00000000"	" 0.33728719"	"14.01100179"	"32.94920940"	" 8.69629269"
"FUN_012245"	" 8.58866788"	" 1.62268933"	" 1.06318681"	"47.82462803"	" 7.32930526"	"42.20562651"	"14.20649170"	"40.10014159"	"26.22017216"	"33.32459553"	" 1.13757397"	" 0.00000000"	" 0.96801344"	" 1.22029679"	"42.59104000"	" 4.67006270"	" 6.49572650"	"85.95090842"	" 0.00000000"	" 3.20218114"	NA	" 1.15245806"	" 0.62242910"	" 0.00000000"	"31.30127308"	" 0.610021804"	"32.58293626"	"55.32055008"	"23.56047166"	" 0.56267204"	"11.87498295"	" 0.00000000"	"26.49708916"	" 0.17730496"	"75.61208813"	"11.97868178"	" 0.00000000"	" 0.00000000"	" 1.40900263"	"17.52410444"
"FUN_012248"	"12.70151021"	" 0.00000000"	" 0.00000000"	"18.25462960"	" 0.00000000"	"12.25441229"	" 3.01483884"	"13.73035176"	" 1.75700496"	"39.20793027"	" 0.67882850"	" 6.94998106"	" 0.72250305"	"19.50441100"	" 3.81817577"	"50.02850657"	" 0.22172949"	"17.45369464"	"25.03120183"	NA	NA	"39.42578668"	" 0.00000000"	" 8.86403957"	" 0.00000000"	" 0.000000000"	" 0.61330562"	" 0.85700756"	" 0.09615385"	"49.94101270"	" 0.00000000"	" 0.96696646"	"76.59803167"	" 0.47123016"	"64.10932600"	" 1.16087075"	"22.97624863"	"55.44321553"	" 0.58444322"	"58.49506907"
"FUN_012249"	" 0.00000000"	" 0.00000000"	" 0.78423878"	"12.70308085"	"15.77695894"	"16.29313395"	" 0.72383949"	" 0.95954737"	" 4.24793133"	" 1.05978269"	" 0.68524971"	"48.94360025"	" 0.39400685"	"66.27339775"	" 1.67739306"	" 0.49103197"	"16.19822638"	"26.53925825"	" 0.12510785"	"12.24175217"	NA	" 6.16944328"	"19.00716695"	" 0.65441728"	"27.12688861"	"20.315382450"	" 0.10091146"	"28.46783915"	" 3.72648588"	"51.45335808"	" 0.16025641"	" 0.24898849"	"47.03393967"	" 0.84851447"	" 0.21367522"	"44.19747496"	" 0.00000000"	" 6.00288603"	"22.94665369"	" 0.41935484"
"FUN_012250"	"26.94715371"	"29.49743648"	" 0.78092607"	"11.87825497"	"30.14751922"	"10.77947352"	"16.95051940"	"11.41390691"	"18.17903300"	" 0.90405089"	" 4.72820797"	"56.12234176"	" 0.55944057"	" 0.15151515"	"13.77169143"	" 2.61735917"	NA	" 0.12820513"	NA	" 7.52444421"	NA	"29.24003004"	" 0.00000000"	" 0.96912328"	" 0.31364800"	" 0.730431524"	"70.46182692"	" 7.11876610"	"47.48355115"	" 2.27100644"	" 0.00000000"	"27.23285490"	" 2.39482028"	"70.47499886"	" 0.00000000"	"44.03310158"	" 0.13888890"	" 2.24517407"	" 0.50505050"	" 0.47757798"
"FUN_012251"	" 0.37709555"	" 4.38887262"	" 7.89321791"	"28.06510584"	" 1.14364611"	"21.42018859"	" 1.59662467"	"19.44949497"	"19.94264073"	" 0.17361110"	"70.52987483"	"64.46084614"	"24.42254143"	" 1.66305916"	" 2.17677192"	" 1.86002222"	" 0.96344235"	"38.39648865"	" 0.39873090"	"18.54304025"	NA	"19.46607129"	"43.01043407"	" 0.57243340"	" 8.25956073"	" 0.096418737"	" 0.87560876"	"15.82924271"	" 3.86273429"	" 5.08085088"	" 0.00000000"	" 0.20833334"	"31.10330511"	" 3.37049941"	"44.44520104"	" 1.12326802"	"24.92153656"	"11.48169273"	"12.45787543"	" 0.22727273"
"FUN_012252"	" 0.09689923"	"44.97985119"	" 1.97235305"	"10.08490495"	" 1.07898997"	" 0.10977444"	" 0.81708215"	" 7.90733654"	" 0.37210990"	"25.35321350"	" 3.95728114"	" 0.71296222"	" 0.07363577"	" 2.34886723"	" 5.86203356"	" 1.55296157"	" 6.58650361"	" 0.49013565"	NA	" 0.89387465"	NA	"78.42805702"	"10.02721520"	" 2.18912933"	" 1.04867890"	" 0.749458886"	"72.35140046"	" 0.32258065"	" 0.00000000"	"69.94029626"	" 1.58690337"	"58.75949576"	"28.67373713"	" 0.81086410"	"96.11453068"	" 0.17482517"	"25.99195517"	"11.45733377"	" 0.00000000"	"70.60871661"
"FUN_012253"	" 0.29036005"	"72.43690883"	" 3.06603760"	" 0.38461540"	" 7.80830657"	"10.18954178"	"19.24879876"	"38.73584607"	"51.30183466"	" 0.66834310"	"32.23837961"	" 0.33795937"	" 0.43672941"	" 0.00000000"	"55.40296558"	" 1.67699723"	" 5.18669454"	"17.91832671"	" 0.30205622"	" 0.19841269"	NA	" 1.98067700"	NA	" 0.49674732"	" 3.32491065"	" 0.131578947"	" 1.39004752"	" 6.46907504"	"35.14088477"	"54.47365855"	"65.67290301"	" 1.22067064"	"29.00449383"	" 0.19762846"	" 0.90909091"	" 0.12061643"	"52.85037704"	"73.83773370"	" 0.30769231"	"12.56245328"
"FUN_012254"	"28.82432182"	" 5.81057632"	"28.29112117"	" 0.00000000"	" 0.73464913"	" 0.12254901"	" 1.87268476"	" 0.48773688"	" 1.10327229"	" 0.00000000"	" 0.88898915"	"13.27989467"	" 0.00000000"	" 0.16233766"	" 0.00000000"	" 0.00000000"	"13.20543670"	" 6.21172113"	" 0.36630038"	" 0.78196400"	NA	"69.26011382"	" 0.36595932"	" 0.40000000"	" 3.67982394"	"18.445958890"	" 0.24570024"	" 0.00000000"	"40.49669862"	" 6.99852035"	" 0.15063136"	"17.05023548"	" 0.36027205"	"40.28311208"	NA	"17.95547487"	" 9.57979195"	" 0.27728263"	" 6.31328572"	"17.78471784"
"FUN_012255"	" 6.86489370"	" 0.20283976"	" 0.00000000"	" 0.88173403"	" 0.00000000"	"56.03129131"	"65.38750618"	" 0.81933381"	"54.00285796"	" 0.20435847"	" 1.33611110"	"21.07115448"	" 0.60312690"	NA	" 7.80288969"	" 1.52710385"	" 0.28519100"	"87.24785357"	"56.79924782"	" 0.00000000"	NA	" 0.16155932"	NA	"27.11425972"	" 0.52592867"	" 0.948944234"	"48.81395815"	"45.64994719"	" 4.34604042"	"74.23716372"	" 0.28011205"	"70.49453833"	" 7.18353697"	" 1.29629630"	" 0.00000000"	" 2.44721777"	"90.46024533"	"81.47955518"	" 0.25114155"	" 0.21786493"
"FUN_012256"	" 0.00000000"	"26.88070608"	"37.56159707"	" 0.51982769"	"65.84997800"	" 0.14005602"	"51.38168650"	" 8.61042906"	" 0.83810265"	" 0.43577547"	"43.16958214"	"42.06211921"	"51.81054237"	" 1.16075243"	" 0.24691360"	" 0.00000000"	" 0.22727273"	"31.19758106"	"39.65317226"	" 4.90480774"	NA	"25.51164875"	" 0.30773136"	"30.13671330"	"10.89462751"	" 6.729739531"	"59.36688516"	" 2.36651856"	"64.28813460"	"15.85785818"	" 2.65230396"	NA	"24.55639852"	" 1.10973371"	NA	" 0.27548209"	"19.31453178"	" 1.64896858"	" 0.17739075"	" 1.07045038"
