"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"261","GO:0000009","alpha-1,6-mannosyltransferase activity",1,1,0.04,0.0418,"Molecular.Function","Cluster_4752"
"262","GO:0004108","citrate (Si)-synthase activity",1,1,0.04,0.0418,"Molecular.Function","Cluster_4752"
"263","GO:0003944","N-acetylglucosamine-1-phosphodiester alpha-N-acetyl...",1,1,0.04,0.0418,"Molecular.Function","Cluster_4752"
"264","GO:0004856","D-xylulokinase activity",1,1,0.04,0.0418,"Molecular.Function","Cluster_4752"
"265","GO:0005536","D-glucose binding",1,1,0.04,0.0418,"Molecular.Function","Cluster_4752"
"266","GO:0008663","2',3'-cyclic-nucleotide 2'-phosphodiesterase activi...",1,1,0.04,0.0418,"Molecular.Function","Cluster_4752"
"267","GO:0004096","catalase activity",1,1,0.04,0.0418,"Molecular.Function","Cluster_4752"
"268","GO:0004638","phosphoribosylaminoimidazole carboxylase activity",1,1,0.04,0.0418,"Molecular.Function","Cluster_4752"
"269","GO:0006836","neurotransmitter transport",6,1,0,0.0043,"Biological.Process","Cluster_4754"
"270","GO:0008218","bioluminescence",10,3,0.08,4.2e-05,"Biological.Process","Cluster_5516"
"271","GO:0001731","formation of translation preinitiation complex",1,1,0.01,0.0078,"Biological.Process","Cluster_5516"
"272","GO:0002790","peptide secretion",2,1,0.02,0.0156,"Biological.Process","Cluster_5516"
"273","GO:0000028","ribosomal small subunit assembly",3,1,0.02,0.0233,"Biological.Process","Cluster_5516"
"274","GO:0002933","lipid hydroxylation",3,1,0.02,0.0233,"Biological.Process","Cluster_5516"
"275","GO:0004142","diacylglycerol cholinephosphotransferase activity",1,1,0.01,0.012,"Molecular.Function","Cluster_5516"
"276","GO:0004325","ferrochelatase activity",1,1,0.01,0.012,"Molecular.Function","Cluster_5516"
"277","GO:0004368","glycerol-3-phosphate dehydrogenase (quinone) activi...",1,1,0.01,0.012,"Molecular.Function","Cluster_5516"
"278","GO:0000774","adenyl-nucleotide exchange factor activity",2,1,0.02,0.024,"Molecular.Function","Cluster_5516"
"279","GO:0004089","carbonate dehydratase activity",2,1,0.02,0.024,"Molecular.Function","Cluster_5516"
"280","GO:0003985","acetyl-CoA C-acetyltransferase activity",2,1,0.02,0.024,"Molecular.Function","Cluster_5516"
"281","GO:0004176","ATP-dependent peptidase activity",2,1,0.02,0.024,"Molecular.Function","Cluster_5516"
"282","GO:0004252","serine-type endopeptidase activity",53,3,0.63,0.024,"Molecular.Function","Cluster_5516"
"283","GO:0005319","lipid transporter activity",3,1,0.04,0.035,"Molecular.Function","Cluster_5516"
"284","GO:0000972","transcription-dependent tethering of RNA polymerase...",1,1,0,0.0021,"Biological.Process","Cluster_5517"
"285","GO:0003341","cilium movement",20,1,0.04,0.0422,"Biological.Process","Cluster_5517"
"286","GO:0001755","neural crest cell migration",2,1,0.01,0.0057,"Biological.Process","Cluster_5603"
"287","GO:0001002","RNA polymerase III type 1 promoter sequence-specifi...",1,1,0,0.0022,"Molecular.Function","Cluster_5603"
"288","GO:0004660","protein farnesyltransferase activity",2,1,0,0.0043,"Molecular.Function","Cluster_5603"
"289","GO:0004719","protein-L-isoaspartate (D-aspartate) O-methyltransf...",3,1,0.01,0.0065,"Molecular.Function","Cluster_5603"
"290","GO:0004867","serine-type endopeptidase inhibitor activity",4,1,0.01,0.0086,"Molecular.Function","Cluster_5603"
"291","GO:0001516","prostaglandin biosynthetic process",2,1,0,0.0043,"Biological.Process","Cluster_5685"
"292","GO:0000028","ribosomal small subunit assembly",3,1,0.01,0.0064,"Biological.Process","Cluster_5685"
"293","GO:0001523","retinoid metabolic process",9,1,0.02,0.0191,"Biological.Process","Cluster_5685"
"294","GO:0005381","iron ion transmembrane transporter activity",1,1,0,0.0029,"Molecular.Function","Cluster_5685"
"295","GO:0004252","serine-type endopeptidase activity",53,2,0.15,0.0093,"Molecular.Function","Cluster_5685"
"296","GO:0005245","voltage-gated calcium channel activity",7,1,0.02,0.02,"Molecular.Function","Cluster_5685"
"297","GO:0005542","folic acid binding",10,1,0.03,0.0285,"Molecular.Function","Cluster_5685"
"298","GO:0000380","alternative mRNA splicing, via spliceosome",15,1,0.02,0.021,"Biological.Process","Cluster_9366"
"299","GO:0003341","cilium movement",20,1,0.03,0.028,"Biological.Process","Cluster_9366"
"300","GO:0000076","DNA replication checkpoint signaling",1,1,0,0.0036,"Biological.Process","Cluster_9380"
"301","GO:0001516","prostaglandin biosynthetic process",2,1,0.01,0.0071,"Biological.Process","Cluster_9380"
"302","GO:0000381","regulation of alternative mRNA splicing, via splice...",11,1,0.04,0.0386,"Biological.Process","Cluster_9380"
"303","GO:0004777","succinate-semialdehyde dehydrogenase (NAD+) activit...",1,1,0,0.0018,"Molecular.Function","Cluster_9380"
"304","GO:0004601","peroxidase activity",7,1,0.01,0.0126,"Molecular.Function","Cluster_9380"
"305","GO:0004181","metallocarboxypeptidase activity",10,1,0.02,0.0179,"Molecular.Function","Cluster_9380"
"306","GO:0002933","lipid hydroxylation",3,2,0.02,0.00011,"Biological.Process","Cluster_9420"
"307","GO:0001731","formation of translation preinitiation complex",1,1,0.01,0.00641,"Biological.Process","Cluster_9420"
"308","GO:0000028","ribosomal small subunit assembly",3,1,0.02,0.01912,"Biological.Process","Cluster_9420"
"309","GO:0009734","auxin-activated signaling pathway",4,1,0.03,0.02542,"Biological.Process","Cluster_9420"
"310","GO:0004342","glucosamine-6-phosphate deaminase activity",2,2,0.01,3.1e-05,"Molecular.Function","Cluster_9420"
"311","GO:0004142","diacylglycerol cholinephosphotransferase activity",1,1,0.01,0.0058,"Molecular.Function","Cluster_9420"
"312","GO:0004066","asparagine synthase (glutamine-hydrolyzing) activit...",1,1,0.01,0.0058,"Molecular.Function","Cluster_9420"
"313","GO:0004089","carbonate dehydratase activity",2,1,0.01,0.0115,"Molecular.Function","Cluster_9420"
"314","GO:0004252","serine-type endopeptidase activity",53,2,0.31,0.0362,"Molecular.Function","Cluster_9420"
"315","GO:0004601","peroxidase activity",7,1,0.04,0.0397,"Molecular.Function","Cluster_9420"
"316","GO:0006836","neurotransmitter transport",6,1,0.02,0.017,"Biological.Process","Cluster_9512"
"317","GO:0008218","bioluminescence",10,1,0.03,0.028,"Biological.Process","Cluster_9512"
"318","GO:0003964","RNA-directed DNA polymerase activity",122,1,0.04,0.044,"Molecular.Function","Cluster_9512"
"319","GO:0004013","adenosylhomocysteinase activity",1,1,0,0.0011,"Molecular.Function","Cluster_9532"
"320","GO:0005200","structural constituent of cytoskeleton",4,1,0,0.0043,"Molecular.Function","Cluster_9532"
"321","GO:0000290","deadenylation-dependent decapping of nuclear-transc...",1,1,0,0.0043,"Biological.Process","Cluster_9706"
"322","GO:0001782","B cell homeostasis",7,1,0.03,0.0296,"Biological.Process","Cluster_9706"
"323","GO:0001889","liver development",8,1,0.03,0.0338,"Biological.Process","Cluster_9706"
"324","GO:0001523","retinoid metabolic process",9,1,0.04,0.0379,"Biological.Process","Cluster_9706"
"325","GO:0002291","T cell activation via T cell receptor contact with ...",10,1,0.04,0.0421,"Biological.Process","Cluster_9706"
"326","GO:0004609","phosphatidylserine decarboxylase activity",13,2,0.08,0.003,"Molecular.Function","Cluster_9706"
"327","GO:0006400","tRNA modification",4,1,0.01,0.0057,"Biological.Process","Cluster_9786"
"328","GO:0005245","voltage-gated calcium channel activity",7,1,0.01,0.013,"Molecular.Function","Cluster_9786"
"329","GO:0004177","aminopeptidase activity",7,1,0.01,0.013,"Molecular.Function","Cluster_9786"
